,age,sex,wtyrago,finalwt,wtkg2,htm3
0,82.0,2,76.36363636363636,185.870345,70.91,157.0
1,65.0,2,72.72727272727272,126.603027,72.73,163.0
2,48.0,2,,181.06321,,165.0
3,61.0,1,73.63636363636363,517.926275,73.64,170.0
4,26.0,1,88.63636363636363,1252.62463,88.64,185.0
5,42.0,1,118.18181818181817,415.161314,109.09,183.0
6,40.0,2,49.99999999999999,422.810541,50.0,157.0
7,24.0,2,131.8181818181818,1280.58598,122.73,178.0
8,37.0,1,87.72727272727272,1245.06044,90.0,178.0
9,65.0,1,77.27272727272727,382.738158,77.27,173.0
10,28.0,1,52.272727272727266,3131.56157,63.64,170.0
11,68.0,2,86.36363636363636,506.412109,78.18,168.0
12,40.0,2,62.72727272727272,422.810541,62.73,175.0
13,49.0,1,127.27272727272727,274.170333,127.27,183.0
14,24.0,2,95.45454545454545,2561.17196,95.45,175.0
15,49.0,2,88.63636363636363,181.06321,88.64,157.0
16,36.0,2,113.63636363636363,211.405271,90.91,168.0
17,48.0,2,,181.06321,50.0,155.0
18,65.0,2,99.99999999999999,253.206055,100.0,160.0
19,75.0,2,72.72727272727272,185.870345,72.73,165.0
20,67.0,1,76.36363636363636,382.738158,76.36,157.0
21,27.0,2,63.63636363636363,330.717253,63.64,155.0
22,55.0,2,54.54545454545454,153.403814,55.45,165.0
23,78.0,1,79.54545454545453,438.143347,78.18,183.0
24,30.0,2,,661.434505,90.91,160.0
25,48.0,2,61.81818181818181,271.502466,71.82,157.0
26,65.0,1,77.27272727272727,382.738158,77.27,173.0
27,42.0,2,52.272727272727266,422.810541,62.73,157.0
28,70.0,2,59.090909090909086,126.603027,59.09,157.0
29,80.0,2,65.9090909090909,185.870345,65.91,165.0
30,67.0,2,72.72727272727272,126.603027,72.73,165.0
31,51.0,2,51.36363636363636,181.06321,51.36,157.0
32,75.0,2,68.18181818181817,185.870345,68.18,173.0
33,43.0,2,,211.405271,,163.0
34,48.0,2,109.09090909090908,271.502466,85.45,175.0
35,42.0,1,81.81818181818181,830.322628,81.82,175.0
36,51.0,2,73.18181818181817,826.562367,68.64,157.0
37,87.0,2,93.18181818181817,272.770604,93.18,152.0
38,26.0,2,81.81818181818181,661.434505,90.91,155.0
39,34.0,1,84.09090909090908,1252.62463,90.0,178.0
40,62.0,2,79.09090909090908,306.807628,87.27,168.0
41,72.0,2,63.63636363636363,126.603027,61.36,170.0
42,,1,90.9090909090909,690.364003,90.91,183.0
43,75.0,2,72.72727272727272,185.870345,81.82,170.0
44,67.0,2,81.81818181818181,63.3015137,81.82,165.0
45,63.0,1,95.45454545454545,460.399217,93.18,185.0
46,85.0,2,84.09090909090908,185.870345,84.09,170.0
47,63.0,2,65.9090909090909,306.807628,68.18,168.0
48,29.0,2,77.27272727272727,991.814399,77.27,170.0
49,61.0,2,72.72727272727272,306.807628,72.73,160.0
50,52.0,1,90.45454545454545,1203.42374,81.82,178.0
51,83.0,2,59.99999999999999,185.870345,60.0,168.0
52,77.0,1,68.18181818181817,219.071673,68.18,178.0
53,77.0,2,70.45454545454545,185.870345,70.45,160.0
54,51.0,2,70.45454545454545,362.126421,70.45,168.0
55,77.0,2,66.81818181818181,185.870345,66.82,160.0
56,49.0,1,77.27272727272727,802.282492,77.27,180.0
57,66.0,2,77.27272727272727,126.603027,77.27,170.0
58,60.0,2,63.63636363636363,230.027478,62.73,173.0
59,80.0,1,72.72727272727272,219.071673,77.27,173.0
60,80.0,2,72.72727272727272,278.710716,72.73,168.0
61,54.0,1,88.63636363636363,274.170333,88.64,157.0
62,68.0,2,60.90909090909091,253.206055,60.91,157.0
63,70.0,1,75.9090909090909,382.738158,73.64,183.0
64,64.0,2,85.9090909090909,153.403814,96.36,157.0
65,85.0,2,68.18181818181817,185.870345,66.82,175.0
66,28.0,2,61.81818181818181,661.434505,61.82,160.0
67,48.0,2,117.27272727272727,543.004931,92.73,168.0
68,41.0,2,102.27272727272727,211.405271,102.27,165.0
69,56.0,1,,258.963137,,168.0
70,42.0,2,59.090909090909086,211.405271,59.09,157.0
71,73.0,1,115.9090909090909,191.369079,115.91,178.0
72,60.0,2,,135.30653,84.09,170.0
73,77.0,2,70.45454545454545,185.870345,70.45,168.0
74,60.0,2,75.0,153.403814,79.55,173.0
75,74.0,2,68.18181818181817,126.603027,60.0,165.0
76,74.0,1,90.9090909090909,382.738158,90.91,183.0
77,57.0,2,72.72727272727272,306.807628,72.73,170.0
78,54.0,1,106.36363636363636,822.511,106.36,175.0
79,59.0,2,59.090909090909086,76.6758261,57.73,163.0
80,89.0,1,70.45454545454545,438.143347,70.45,178.0
81,50.0,2,77.27272727272727,362.126421,77.27,168.0
82,83.0,2,48.18181818181818,185.870345,48.18,163.0
83,51.0,2,136.36363636363635,181.06321,133.18,157.0
84,64.0,2,86.36363636363636,306.807628,86.36,163.0
85,57.0,2,136.36363636363635,306.807628,136.36,168.0
86,80.0,2,52.72727272727272,185.870345,50.91,160.0
87,67.0,1,115.9090909090909,382.738158,115.91,175.0
88,58.0,2,81.81818181818181,153.403814,100.0,175.0
89,63.0,2,140.9090909090909,230.027478,140.91,175.0
90,79.0,2,65.9090909090909,557.421432,63.64,170.0
91,70.0,2,66.36363636363636,126.603027,66.36,155.0
92,80.0,2,72.27272727272727,371.74069,73.64,170.0
93,75.0,1,102.72727272727272,438.143347,102.73,180.0
94,58.0,2,77.27272727272727,153.403814,77.27,160.0
95,22.0,1,93.18181818181817,2732.88602,95.45,178.0
96,40.0,2,113.63636363636363,422.810541,118.18,160.0
97,33.0,2,58.63636363636363,661.434505,58.64,160.0
98,59.0,2,61.36363636363636,460.211441,61.36,152.0
99,43.0,1,84.09090909090908,683.642804,84.09,188.0
100,46.0,1,55.90909090909091,401.141246,55.91,170.0
101,53.0,2,102.27272727272727,181.06321,102.27,160.0
102,81.0,2,45.45454545454545,2454.93543,32.27,132.0
103,65.0,2,58.18181818181818,281.97059,58.18,157.0
104,51.0,2,,271.502466,,163.0
105,64.0,1,106.81818181818181,460.399217,106.82,191.0
106,45.0,2,,362.126421,,165.0
107,23.0,1,77.27272727272727,1366.44301,77.27,188.0
108,40.0,2,,211.405271,100.0,163.0
109,43.0,2,81.81818181818181,422.810541,81.82,170.0
110,71.0,1,95.45454545454545,191.369079,95.45,185.0
111,44.0,2,54.54545454545454,211.405271,54.55,175.0
112,49.0,2,,724.252841,100.91,165.0
113,41.0,2,160.45454545454544,560.813529,137.27,173.0
114,55.0,1,95.45454545454545,460.399217,104.55,185.0
115,44.0,1,81.81818181818181,415.161314,86.36,185.0
116,60.0,1,77.27272727272727,460.399217,77.27,180.0
117,60.0,2,63.18181818181818,153.403814,63.18,163.0
118,42.0,2,,422.810541,68.18,163.0
119,72.0,2,54.54545454545454,126.603027,54.55,155.0
120,34.0,1,86.36363636363636,1252.62463,89.55,183.0
121,66.0,2,118.18181818181817,253.206055,118.18,168.0
122,63.0,2,72.27272727272727,306.807628,72.27,165.0
123,66.0,2,46.36363636363636,189.839968,46.36,160.0
124,65.0,2,92.72727272727272,126.603027,90.91,160.0
125,58.0,2,81.81818181818181,153.403814,81.82,157.0
126,38.0,2,52.272727272727266,422.810541,54.55,160.0
127,49.0,2,84.09090909090908,271.502466,97.27,178.0
128,45.0,1,88.18181818181817,274.170333,88.18,183.0
129,21.0,1,75.0,2732.88602,84.09,183.0
130,56.0,2,68.18181818181817,460.054957,68.18,173.0
131,70.0,2,61.36363636363636,189.839968,61.36,160.0
132,71.0,2,66.81818181818181,254.724881,66.82,160.0
133,71.0,1,122.72727272727272,770.067932,122.73,180.0
134,70.0,2,72.72727272727272,509.449761,63.64,157.0
135,,2,61.36363636363636,308.647976,61.36,150.0
136,71.0,2,104.54545454545453,254.724881,90.91,170.0
137,59.0,1,96.36363636363636,1042.06599,96.36,183.0
138,32.0,2,89.09090909090908,1330.80408,89.09,170.0
139,54.0,1,72.72727272727272,1103.25964,72.73,178.0
140,34.0,2,70.45454545454545,1330.80408,97.73,160.0
141,59.0,2,90.9090909090909,617.295952,90.91,175.0
142,50.0,1,,1103.25964,,173.0
143,57.0,2,49.99999999999999,927.440408,39.09,157.0
144,78.0,2,53.63636363636363,373.970532,53.64,157.0
145,39.0,2,70.9090909090909,1278.10245,70.91,160.0
146,58.0,2,57.72727272727272,308.647976,55.91,165.0
147,39.0,1,102.27272727272727,2756.35748,106.82,183.0
148,56.0,2,70.45454545454545,308.647976,70.45,157.0
149,52.0,1,90.9090909090909,551.629822,90.91,178.0
150,68.0,1,111.36363636363636,770.067932,110.0,173.0
151,72.0,1,80.0,385.033966,80.0,180.0
152,74.0,2,54.54545454545454,509.449761,54.55,165.0
153,66.0,2,61.36363636363636,509.449761,61.36,165.0
154,68.0,1,85.0,770.067932,87.73,170.0
155,60.0,2,64.54545454545455,617.295952,64.55,163.0
156,34.0,1,106.81818181818181,1260.13834,109.09,193.0
157,36.0,1,95.45454545454545,835.303218,95.45,180.0
158,81.0,2,56.81818181818181,373.970532,59.09,152.0
159,41.0,2,164.54545454545453,425.346719,99.09,178.0
160,49.0,1,79.54545454545453,1654.88946,81.82,175.0
161,63.0,1,90.9090909090909,2783.45647,68.18,178.0
162,34.0,2,,1330.80408,,183.0
163,51.0,1,82.72727272727272,1103.25964,82.73,180.0
164,44.0,1,,1670.60644,,163.0
165,40.0,2,46.36363636363636,850.693438,46.36,163.0
166,55.0,2,68.18181818181817,816.708896,99.09,155.0
167,70.0,2,72.72727272727272,254.724881,72.73,165.0
168,56.0,1,56.36363636363636,926.321733,58.18,175.0
169,25.0,2,136.8181818181818,1894.213,127.27,168.0
170,67.0,2,68.18181818181817,254.724881,68.18,168.0
171,82.0,2,67.27272727272727,373.970532,67.27,168.0
172,71.0,1,78.18181818181817,1269.81816,78.18,173.0
173,60.0,1,90.9090909090909,926.321733,90.91,175.0
174,54.0,2,86.36363636363636,728.597184,90.91,163.0
175,65.0,2,68.18181818181817,509.449761,63.64,165.0
176,53.0,2,79.54545454545453,364.298592,86.36,157.0
177,45.0,2,88.63636363636363,1092.89578,88.64,163.0
178,22.0,2,63.63636363636363,2576.53484,86.36,170.0
179,30.0,2,46.81818181818181,665.40204,56.82,157.0
180,66.0,2,95.45454545454545,382.704838,95.45,168.0
181,75.0,2,112.72727272727272,373.970532,112.73,168.0
182,41.0,1,90.9090909090909,1670.60644,92.27,183.0
183,53.0,1,85.9090909090909,1103.25964,86.36,175.0
184,66.0,2,72.72727272727272,509.449761,75.0,173.0
185,71.0,1,68.18181818181817,422.589746,67.27,173.0
186,81.0,1,93.18181818181817,881.542993,90.91,180.0
187,66.0,1,114.54545454545453,770.067932,95.45,180.0
188,77.0,1,68.18181818181817,1324.45157,68.18,183.0
189,58.0,2,90.9090909090909,925.943928,90.91,170.0
190,67.0,1,90.9090909090909,770.067932,90.91,183.0
191,65.0,1,65.9090909090909,770.067932,65.91,168.0
192,78.0,2,66.81818181818181,747.941063,66.82,168.0
193,66.0,2,68.18181818181817,254.724881,68.18,160.0
194,68.0,2,104.54545454545453,254.724881,109.09,163.0
195,70.0,1,90.9090909090909,385.033966,90.91,183.0
196,54.0,2,81.81818181818181,364.298592,90.91,173.0
197,40.0,2,86.36363636363636,850.693438,86.36,173.0
198,60.0,1,127.27272727272727,926.321733,127.27,178.0
199,49.0,2,63.63636363636363,364.298592,63.64,178.0
200,39.0,2,152.27272727272725,850.693438,136.36,185.0
201,88.0,2,63.63636363636363,373.970532,61.36,170.0
202,73.0,2,86.81818181818181,254.724881,86.82,160.0
203,,2,,925.943928,,160.0
204,47.0,1,97.72727272727272,1103.25964,93.18,180.0
205,75.0,2,65.0,747.941063,65.0,163.0
206,48.0,1,104.54545454545453,828.782021,104.55,188.0
207,75.0,2,81.81818181818181,373.970532,81.82,163.0
208,62.0,2,54.54545454545454,308.647976,62.27,152.0
209,60.0,2,78.18181818181817,617.295952,78.18,165.0
210,52.0,1,70.45454545454545,807.094887,68.18,175.0
211,40.0,1,93.18181818181817,835.303218,77.27,183.0
212,26.0,2,54.54545454545454,1330.80408,54.55,150.0
213,40.0,2,94.09090909090908,425.346719,89.09,157.0
214,40.0,2,154.54545454545453,850.693438,136.36,170.0
215,85.0,1,80.45454545454545,881.542993,80.45,178.0
216,47.0,2,58.18181818181818,1092.89578,58.18,165.0
217,49.0,2,88.18181818181817,728.597184,85.45,165.0
218,64.0,2,,272.236299,,168.0
219,68.0,1,99.99999999999999,770.067932,90.91,183.0
220,44.0,1,65.9090909090909,1670.60644,65.91,165.0
221,56.0,1,86.36363636363636,463.160866,86.36,178.0
222,82.0,2,104.54545454545453,373.970532,95.45,168.0
223,58.0,1,188.18181818181816,463.160866,188.18,201.0
224,59.0,2,79.54545454545453,617.295952,90.91,170.0
225,85.0,2,,373.970532,80.0,163.0
226,22.0,1,109.09090909090908,3625.73079,88.64,178.0
227,25.0,2,61.81818181818181,1330.80408,63.64,157.0
228,53.0,1,86.36363636363636,1103.25964,88.64,185.0
229,39.0,1,72.72727272727272,1670.60644,72.73,173.0
230,30.0,1,93.18181818181817,3780.41503,95.45,173.0
231,61.0,1,79.54545454545453,463.160866,79.55,183.0
232,56.0,1,84.09090909090908,1389.4826,88.64,170.0
233,30.0,2,70.45454545454545,665.40204,70.45,157.0
234,67.0,1,136.36363636363635,1156.96874,136.36,183.0
235,32.0,2,84.54545454545453,1330.80408,70.91,160.0
236,45.0,2,56.36363636363636,364.298592,65.91,163.0
237,34.0,2,59.090909090909086,1260.77105,59.09,163.0
238,67.0,2,69.09090909090908,254.724881,74.55,170.0
239,72.0,2,57.272727272727266,254.724881,59.09,157.0
240,26.0,2,68.18181818181817,1330.80408,62.27,157.0
241,61.0,2,77.27272727272727,463.720204,66.82,160.0
242,40.0,2,131.8181818181818,850.693438,131.82,170.0
243,50.0,2,64.09090909090908,728.597184,58.18,155.0
244,61.0,2,86.36363636363636,272.236299,90.91,170.0
245,83.0,1,99.54545454545453,732.793203,92.73,175.0
246,59.0,1,95.9090909090909,926.321733,90.0,178.0
247,30.0,2,52.272727272727266,630.385526,52.27,157.0
248,45.0,1,74.09090909090908,828.782021,68.18,191.0
249,73.0,2,73.63636363636363,283.661956,72.73,165.0
250,56.0,2,68.18181818181817,617.295952,72.73,173.0
251,65.0,1,78.18181818181817,385.033966,77.27,183.0
252,36.0,1,99.99999999999999,1254.97981,100.0,188.0
253,37.0,1,106.81818181818181,1670.60644,106.82,185.0
254,67.0,2,67.27272727272727,509.449761,68.18,157.0
255,41.0,1,90.9090909090909,835.303218,90.91,183.0
256,39.0,2,120.45454545454544,425.346719,113.64,168.0
257,48.0,2,72.72727272727272,364.298592,60.0,178.0
258,76.0,1,72.72727272727272,440.771497,77.27,175.0
259,46.0,2,65.9090909090909,555.431713,61.36,168.0
260,34.0,2,102.72727272727272,1330.80408,102.73,163.0
261,80.0,1,80.9090909090909,662.225785,80.91,180.0
262,48.0,2,53.18181818181818,364.298592,54.55,168.0
263,75.0,2,64.54545454545455,747.941063,59.09,157.0
264,65.0,2,65.9090909090909,1704.72241,59.09,160.0
265,55.0,2,59.090909090909086,617.295952,63.64,165.0
266,79.0,2,81.36363636363636,548.81357,77.73,170.0
267,52.0,2,,739.380655,,152.0
268,76.0,2,80.0,1121.91159,84.09,168.0
269,85.0,1,,732.793203,96.36,183.0
270,59.0,2,,272.236299,,170.0
271,56.0,2,,617.295952,,165.0
272,69.0,2,77.27272727272727,509.449761,77.27,175.0
273,53.0,2,74.09090909090908,728.597184,77.27,165.0
274,36.0,2,63.63636363636363,1701.38688,63.64,170.0
275,84.0,2,70.0,373.970532,70.0,155.0
276,62.0,2,93.18181818181817,272.236299,71.36,170.0
277,82.0,2,62.72727272727272,148.824284,62.73,152.0
278,44.0,1,88.63636363636363,664.829944,85.45,180.0
279,79.0,2,89.54545454545453,297.648569,89.55,163.0
280,54.0,2,79.54545454545453,172.095751,86.36,163.0
281,72.0,1,96.81818181818181,459.681175,103.64,168.0
282,68.0,2,71.81818181818181,112.885332,70.91,173.0
283,54.0,2,68.18181818181817,289.950532,68.18,165.0
284,51.0,1,77.27272727272727,565.327154,68.18,160.0
285,45.0,1,,219.525087,,
286,68.0,1,181.8181818181818,229.840588,154.55,185.0
287,28.0,2,63.63636363636363,529.603133,63.64,165.0
288,60.0,2,65.9090909090909,122.8287,71.82,165.0
289,66.0,2,90.9090909090909,101.369613,79.55,168.0
290,74.0,2,90.9090909090909,227.57136,90.91,168.0
291,63.0,2,72.72727272727272,122.8287,72.73,170.0
292,74.0,2,115.9090909090909,101.369613,102.27,152.0
293,51.0,2,77.27272727272727,144.975266,77.27,152.0
294,61.0,2,90.9090909090909,81.8183239,90.91,160.0
295,74.0,2,,202.739226,,
296,45.0,2,108.18181818181817,294.241893,158.18,163.0
297,61.0,2,81.81818181818181,122.8287,61.36,170.0
298,25.0,2,65.9090909090909,501.732982,65.91,160.0
299,19.0,2,54.54545454545454,1538.02608,57.73,165.0
300,57.0,2,134.0909090909091,108.338409,127.27,170.0
301,51.0,1,90.9090909090909,219.525087,90.91,183.0
302,76.0,2,54.54545454545454,148.824284,54.55,157.0
303,76.0,2,79.54545454545453,218.404339,77.27,155.0
304,69.0,1,80.9090909090909,306.454117,80.91,170.0
305,63.0,2,72.72727272727272,245.6574,72.73,168.0
306,55.0,2,63.63636363636363,368.4861,63.64,165.0
307,69.0,1,77.27272727272727,153.227058,75.0,178.0
308,24.0,2,75.0,483.768592,75.0,160.0
309,72.0,2,99.99999999999999,202.739226,95.45,160.0
310,36.0,2,90.9090909090909,435.050465,77.27,163.0
311,49.0,1,66.81818181818181,328.550941,66.82,175.0
312,78.0,2,60.90909090909091,297.648569,60.91,160.0
313,36.0,2,131.8181818181818,336.024344,127.27,168.0
314,32.0,2,65.9090909090909,264.801566,65.91,165.0
315,57.0,2,76.81818181818181,245.6574,81.36,160.0
316,35.0,2,71.36363636363636,338.539622,63.18,152.0
317,53.0,2,90.9090909090909,144.975266,90.91,170.0
318,52.0,2,102.27272727272727,579.901064,102.27,170.0
319,55.0,2,,162.144048,75.0,157.0
320,80.0,1,63.63636363636363,269.891557,63.64,170.0
321,59.0,1,90.9090909090909,368.63645,85.0,175.0
322,45.0,2,54.54545454545454,144.975266,55.45,160.0
323,50.0,2,71.81818181818181,144.650924,71.82,170.0
324,55.0,2,,122.8287,,165.0
325,74.0,2,69.09090909090908,101.369613,64.09,155.0
326,67.0,2,90.9090909090909,202.739226,90.91,173.0
327,26.0,1,95.45454545454545,501.481191,95.45,191.0
328,47.0,2,53.63636363636363,144.975266,53.64,152.0
329,38.0,2,62.72727272727272,169.269811,64.55,163.0
330,72.0,2,62.72727272727272,202.739226,62.73,170.0
331,36.0,2,115.9090909090909,169.269811,104.55,173.0
332,74.0,2,63.63636363636363,112.885332,56.36,163.0
333,39.0,2,90.9090909090909,338.539622,90.91,163.0
334,60.0,2,113.63636363636363,122.8287,113.64,175.0
335,72.0,2,64.54545454545455,101.369613,65.45,157.0
336,45.0,2,54.54545454545454,289.950532,54.55,157.0
337,45.0,1,93.18181818181817,439.050174,93.18,188.0
338,61.0,2,77.27272727272727,245.6574,67.27,163.0
339,58.0,2,58.18181818181818,245.6574,59.09,165.0
340,49.0,1,118.18181818181817,658.575261,112.73,163.0
341,44.0,1,127.27272727272727,497.506929,127.27,180.0
342,65.0,2,61.36363636363636,202.739226,68.18,165.0
343,51.0,1,113.63636363636363,321.189262,113.64,180.0
344,87.0,2,59.090909090909086,148.824284,54.55,170.0
345,60.0,2,64.54545454545455,245.6574,62.27,160.0
346,22.0,2,81.81818181818181,512.67536,81.82,168.0
347,32.0,2,70.45454545454545,264.801566,56.36,165.0
348,69.0,2,94.99999999999999,337.898348,85.91,170.0
349,51.0,2,102.27272727272727,144.975266,90.91,163.0
350,34.0,1,102.27272727272727,1464.41879,96.82,173.0
351,76.0,1,88.63636363636363,350.816426,76.36,183.0
352,49.0,2,80.0,144.975266,80.0,175.0
353,49.0,2,70.45454545454545,144.975266,70.45,168.0
354,46.0,2,56.81818181818181,724.87633,59.09,157.0
355,60.0,2,92.72727272727272,245.6574,85.91,168.0
356,74.0,2,72.72727272727272,101.369613,72.73,163.0
357,62.0,1,75.0,368.63645,75.0,180.0
358,55.0,1,95.45454545454545,737.272899,95.45,183.0
359,73.0,2,,101.369613,75.0,165.0
360,47.0,1,81.81818181818181,439.050174,86.36,180.0
361,65.0,1,88.63636363636363,269.891557,90.91,183.0
362,,2,,122.8287,48.18,152.0
363,49.0,2,87.27272727272727,433.952773,87.27,163.0
364,47.0,1,90.9090909090909,439.050174,90.91,185.0
365,43.0,1,122.72727272727272,730.095008,131.82,188.0
366,49.0,2,72.72727272727272,782.676922,72.73,163.0
367,79.0,2,72.72727272727272,529.432295,72.73,152.0
368,54.0,2,40.90909090909091,1031.47935,40.91,163.0
369,62.0,2,59.090909090909086,436.954766,59.09,157.0
370,57.0,1,60.90909090909091,1311.39916,60.91,165.0
371,84.0,2,45.45454545454545,529.432295,45.45,155.0
372,66.0,1,84.09090909090908,1090.18973,84.09,180.0
373,40.0,2,68.18181818181817,301.082934,68.18,165.0
374,77.0,2,49.090909090909086,529.432295,48.64,163.0
375,61.0,2,68.18181818181817,385.40654,73.64,163.0
376,60.0,2,78.18181818181817,1729.06662,81.82,168.0
377,56.0,2,85.0,1156.21962,80.45,157.0
378,40.0,2,84.09090909090908,1597.41885,84.09,155.0
379,85.0,2,61.36363636363636,529.432295,50.0,145.0
380,49.0,1,99.99999999999999,2285.21802,100.0,175.0
381,62.0,2,79.54545454545453,873.909533,81.82,165.0
382,63.0,2,101.36363636363636,1156.21962,101.36,163.0
383,59.0,2,93.63636363636363,385.40654,81.82,150.0
384,60.0,2,70.45454545454545,653.443246,70.45,168.0
385,50.0,1,,2342.83681,,
386,59.0,2,59.090909090909086,873.909533,54.55,165.0
387,37.0,2,57.272727272727266,1204.33174,55.91,163.0
388,35.0,2,84.09090909090908,798.709427,84.09,170.0
389,52.0,2,50.90909090909091,515.739673,50.91,163.0
390,66.0,2,127.27272727272727,401.58191,113.64,168.0
391,82.0,2,46.81818181818181,529.432295,46.82,170.0
392,63.0,2,72.72727272727272,436.954766,72.73,170.0
393,54.0,2,58.18181818181818,1031.47935,59.09,155.0
394,63.0,2,82.72727272727272,436.954766,82.73,178.0
395,68.0,2,106.81818181818181,360.615521,106.82,168.0
396,59.0,1,63.18181818181818,655.69958,63.18,168.0
397,30.0,1,124.99999999999999,3567.97063,128.64,193.0
398,56.0,2,,1960.32974,,152.0
399,78.0,1,85.45454545454545,624.002817,92.73,170.0
400,40.0,2,59.090909090909086,1204.33174,54.55,157.0
401,82.0,2,58.63636363636363,529.432295,58.64,135.0
402,56.0,1,,1967.09874,93.64,185.0
403,36.0,2,61.36363636363636,602.165868,61.36,163.0
404,52.0,2,54.54545454545454,773.60951,54.55,163.0
405,37.0,1,79.54545454545453,2365.08742,81.82,183.0
406,77.0,2,71.81818181818181,1058.86459,71.82,163.0
407,47.0,2,75.45454545454545,515.739673,70.0,175.0
408,80.0,2,65.45454545454545,1058.86459,65.45,168.0
409,50.0,2,58.18181818181818,515.739673,58.18,155.0
410,25.0,1,63.63636363636363,1783.98531,86.36,185.0
411,45.0,2,56.36363636363636,1031.47935,68.18,157.0
412,50.0,1,113.18181818181817,1561.89121,113.64,188.0
413,36.0,2,59.090909090909086,1204.33174,59.09,163.0
414,86.0,2,45.45454545454545,529.432295,45.45,168.0
415,40.0,2,63.63636363636363,1204.33174,63.64,165.0
416,83.0,2,62.72727272727272,1058.86459,57.73,163.0
417,35.0,2,,798.709427,,157.0
418,35.0,2,84.09090909090908,2396.12828,88.64,152.0
419,42.0,2,81.81818181818181,798.709427,81.82,178.0
420,18.0,1,,1946.08521,,178.0
421,66.0,1,81.81818181818181,1794.78841,81.82,165.0
422,20.0,1,95.45454545454545,5838.25563,100.0,175.0
423,79.0,2,56.81818181818181,529.432295,56.82,152.0
424,80.0,2,63.63636363636363,2375.21582,63.64,
425,65.0,1,104.54545454545453,815.161168,104.55,183.0
426,49.0,1,120.45454545454544,780.945604,120.45,185.0
427,74.0,2,66.36363636363636,360.615521,66.36,160.0
428,48.0,2,65.9090909090909,1031.47935,65.91,163.0
429,40.0,2,68.18181818181817,1042.77885,81.82,168.0
430,63.0,2,47.72727272727273,503.977432,46.36,142.0
431,28.0,2,104.54545454545453,1086.50514,76.36,163.0
432,78.0,1,73.63636363636363,719.716001,73.64,180.0
433,52.0,2,63.63636363636363,297.423413,63.64,152.0
434,68.0,2,64.54545454545455,207.964414,60.91,165.0
435,40.0,1,68.18181818181817,1023.91354,70.45,178.0
